,date,tweet,vader_neg,vader_neu,vader_pos,vader_compound,tweet_clean
682,14/11/2020,Photos from the burial of Uwaila Vera Omozuwa For details visit 👇  https://t.co/rU84jR7Q45 #BabaKaDhaba #CA #brackenfellhigh #BlackHistoryMonth #ArrestSiphoPhillipNgobese #BabaKaDhabha #CouncilsCan #Belanjawan2021 #mascoofficial #corruption #byelection2020 #agriculture #ASUU,0,1,0,0,photos burial uwaila vera omozuwa details visit 👇 babakadhaba ca brackenfellhigh blackhistorymonth arrestsiphophillipngobese babakadhabha councilscan belanjawan2021 mascoofficial corruption byelection2020 agriculture asuu
683,14/11/2020,Pictures from the burial of Uwaila Vera Omozuwa For full gist visit 👇  https://t.co/4RtkQhWoHo #Justiceforuwa #BabaKaDhaba #CA #brackenfellhigh #BlackHistoryMonth #ArrestSiphoPhillipNgobese #BabaKaDhabha #CouncilsCan #Belanjawan2021 #henryxclusive #stoptherape #justiceforvera,0,1,0,0,pictures burial uwaila vera omozuwa full gist visit 👇 justiceforuwa babakadhaba ca brackenfellhigh blackhistorymonth arrestsiphophillipngobese babakadhabha councilscan belanjawan2021 henryxclusive stoptherape justiceforvera
684,14/11/2020,Kano State shares donkey and other items to empower youths For full gist visit 👇  https://t.co/dq9uzp3Zk8 #BabaKaDhaba #CA #brackenfellhigh #BlackHistoryMonth #ArrestSiphoPhillipNgobese #BabaKaDhabha #CouncilsCan #Belanjawan2021 #henryxclusive #corruption #byelection2020 #ASUU,0,0.922,0.078,0.296,kano state shares donkey items empower youths full gist visit 👇 babakadhaba ca brackenfellhigh blackhistorymonth arrestsiphophillipngobese babakadhabha councilscan belanjawan2021 henryxclusive corruption byelection2020 asuu
685,14/11/2020,"This “Belanjawan 2021” should not necessarily be rejected as a whole but what the Goverment needs to be done is, it should restructured more fairly and balance by prioritizing the needs and voice of the rakyat over the interests of the certain parties during this pandemic period.",0,0.799,0.201,0.8608,belanjawan 2021 necessarily rejected whole goverment needs done restructured fairly balance prioritizing needs voice rakyat interests certain parties pandemic period
686,14/11/2020,"Yes, #Belanjawan2021 needs to be adjusted. Assumptions have to change. Development expenditure must be targeted at Covid-19 &amp; repurpose the economy under longer lockdown.  We took 6 months to come out from 2nd wave. With higher cases &amp; custers, 3rd wave might be longer.",0,0.94,0.06,0.4019,yes belanjawan2021 needs adjusted assumptions change development expenditure must targeted covid19 repurpose economy longer lockdown took 6 months come 2nd wave higher cases custers 3rd wave might longer
687,13/11/2020,When are we gonna have our refineries functioning again in Nigeria. The end of fuel price increment isn't near. God help us.. #Belanjawan2021 #CA #,0.156,0.844,0,-0.4717,gonna refineries functioning nigeria end fuel price increment isnt near god help us belanjawan2021 ca
688,13/11/2020,"Current Vacancies at Integrated Automotive Services Limited Deadline: 27th November,2020  Click link to Apply: https://t.co/J9PsMranUH via @Pinnaclereports #EndUncertaintyICAI #HappeningHyderabad #CouncilsCan #EndUncertaintyOfRailApprentice #Belanjawan2021 #HappeningNow",0.079,0.921,0,-0.2263,current vacancies integrated automotive services limited deadline 27th november2020 click link apply via pinnaclereports enduncertaintyicai happeninghyderabad councilscan enduncertaintyofrailapprentice belanjawan2021 happeningnow
689,13/11/2020,"KWSP is partly the responsibility of the Gov. as of the crisis #OneOff10k is a rational decision to support the #rakyat and circulate, post crisis, Gov. can revive lost. Take a real advice from @NajibRazak on #Belanjawan2021  https://t.co/Bdm3af7Edn",0.225,0.665,0.109,-0.7506,kwsp partly responsibility gov crisis oneoff10k rational decision support rakyat circulate post crisis gov revive lost take real advice najibrazak belanjawan2021
690,13/11/2020,Industrial attachment opportunities at KRA (January to March 2021 Intake) – stipend of Kshs 7000/month   https://t.co/cO84cDHrIm  Luthuli Dp Ruto #SundownerKBC #Belanjawan2021 #FridayMotivation #FridayThoughts #FridayFeeling #FridayVibes #DonaldTrump #DiwaliWithCoke,0,0.833,0.167,0.5859,industrial attachment opportunities kra january march 2021 intake – stipend kshs 7000month luthuli dp ruto sundownerkbc belanjawan2021 fridaymotivation fridaythoughts fridayfeeling fridayvibes donaldtrump diwaliwithcoke
691,13/11/2020,"@fmtoday Yes, development expenditure is needed. But develop something smarter la with #Belanjawan2021. Don't need to spend in beautifying buildings. Spend in building factories to produce PPEs? Build labs for IMR to research Covid-19 vaccine?",0,0.774,0.226,0.8541,fmtoday yes development expenditure needed develop something smarter la belanjawan2021 dont need spend beautifying buildings spend building factories produce ppes build labs imr research covid19 vaccine
692,13/11/2020,@bernamadotcom @BernamaTV When will MOF start redrafting #Belanjawan2021 with updated assumptions? Surely the growth rate should be less than 6.5%. Even IMF reduce fr 5.8% (Apr) to 5.2% (Oct). Can it spend more on managing Covid-19 and repurposed economy?,0,0.863,0.137,0.7059,bernamadotcom bernamatv mof start redrafting belanjawan2021 updated assumptions surely growth rate less 65 even imf reduce fr 58 apr 52 oct spend managing covid19 repurposed economy
693,13/11/2020,Gain insights on how your organization can survive in the current economic conditions... #Budget2021 #ChooseOT #Belanjawan2021  https://t.co/9okPQKYJFQ,0,0.825,0.175,0.5267,gain insights organization survive current economic conditions budget2021 chooseot belanjawan2021
694,13/11/2020,"""Now is the time for businesses to #pivotandscale operations with #digitaltech,"" @ChairmanMdec highlights. ""MDEC will intensify outreach &amp; field research to develop the best solutions that will help citizens &amp; businesses.""  #LonjakanDigital #Belanjawan2021  https://t.co/e3YQJG4gBp",0,0.737,0.263,0.8658,time businesses pivotandscale operations digitaltech chairmanmdec highlights mdec intensify outreach field research develop best solutions help citizens businesses lonjakandigital belanjawan2021
695,13/11/2020,Men Airmax 270  _Sizes :40 41 42 43 44 45 46_   Price: 2800  To order call/what's app 0794869929 🔥🔥🔥🔥🔥 #Belanjawan2021 #BlackFriday #JumiaBlackFridays  Ruto #hustleke #MileleMzukaFriday  https://t.co/CDkJ93ZlWw,0,1,0,0,men airmax 270 sizes 40 41 42 43 44 45 46 price 2800 order callwhats app 0794869929 🔥🔥🔥🔥🔥 belanjawan2021 blackfriday jumiablackfridays ruto hustleke milelemzukafriday
696,13/11/2020,"#ABT_THEALBUM  *UPDATE*  Kidney is now #104,800,000 #BloodMatters #COVID2019 #Davido #Belanjawan2021 #ABTclassic #BabaKaDhabha",0,1,0,0,abtthealbum update kidney 104800000 bloodmatters covid2019 davido belanjawan2021 abtclassic babakadhabha
697,13/11/2020,Food security is not a “one-way” street or sector; it involves multiple sectors within the allocation budget in Belanjawan 2021. The Malaysian Government has established multiple policies and budget allocations for different sectors which directly affects our food security.,0,0.882,0.118,0.5859,food security oneway street sector involves multiple sectors within allocation budget belanjawan 2021 malaysian government established multiple policies budget allocations different sectors directly affects food security
698,13/11/2020,"Disruptions in the food supply chain within Malaysia is minimal as food supplies were adequate, and markets have been stable thus far but we must not take this for granted as we move past the threat of COVID-19 and in budget allocations being discussed throughout Belanjawan 2021.",0.117,0.78,0.103,-0.4118,disruptions food supply chain within malaysia minimal food supplies adequate markets stable thus far must take granted move past threat covid19 budget allocations discussed throughout belanjawan 2021
699,13/11/2020,Which Bank account Boko Haram is using in Nigeria that CBN could not trace it for the past 8 years and could trace  protesters accounts within a week.#EndSarsProtests #EndSWAT #ENDBADGOVERNANCE #Belanjawan2021 #FranceTerrorAttack @pmnewsnigeria @AishaYesufu @davido @DeleMomodu.,0.054,0.946,0,-0.2263,bank account boko haram using nigeria cbn could trace past 8 years could trace protesters accounts within weekendsarsprotests endswat endbadgovernance belanjawan2021 franceterrorattack pmnewsnigeria aishayesufu davido delemomodu
700,13/11/2020,"and also to our moderator, Abdussalam Shokhawi. You can rewatch the webinar here:  https://t.co/tz9JEubOQl. Keep following us for new updates regarding future webinars! . #SALIHINWebinar #Budget2021 #Belanjawan2021 #SALIHIN #SALIHINMalaysia #SALIHINInternationalLLP",0,1,0,0,also moderator abdussalam shokhawi rewatch webinar keep following us new updates regarding future webinars salihinwebinar budget2021 belanjawan2021 salihin salihinmalaysia salihininternationalllp
702,13/11/2020,"@malaysiakini 3Q20, RMCO, growth -2.7%  4Q20, CMCO in most part of the country, what will be the growth rate then?  2021, predicted growth +7.8% (say the MOF)  Achievable? Really? #Belanjawan2021",0,0.71,0.29,0.8638,malaysiakini 3q20 rmco growth 27 4q20 cmco part country growth rate 2021 predicted growth 78 say mof achievable really belanjawan2021
703,13/11/2020,"Thank you Top Glove Corporation Bhd, Hartalega, Supermax Corporation Bhd and Kossan Rubber Industries Bhd for your commitment of RM400 million to Malaysia in Belanjawan 2021 to fight against Covid-19.  #Belanjawan2021  #KitaJagaKita #KitaMestiMenang #COVID19  https://t.co/wwQ3CP4XFd",0.064,0.765,0.17,0.5106,thank top glove corporation bhd hartalega supermax corporation bhd kossan rubber industries bhd commitment rm400 million malaysia belanjawan 2021 fight covid19 belanjawan2021 kitajagakita kitamestimenang covid19
704,13/11/2020,"@malaysiakini Expected as all of u guys are under one roof, power craze politicians. Hope and pray God will safe our beloved  nation and people from them. #Belanjawan2021 if passed its going to be way more bigger disaster than Covid.",0.116,0.622,0.262,0.7595,malaysiakini expected u guys one roof power craze politicians hope pray god safe beloved nation people belanjawan2021 passed going way bigger disaster covid
705,13/11/2020,Perhaps government can consider extending everyone’s passport’s validity for additional 2 years at no charge in light of international travel restrictions.   #Belanjawan2021 @tzafrul_aziz @anwaribrahim @imigresenmy @MuhyiddinYassin,0.084,0.916,0,-0.296,perhaps government consider extending everyones passports validity additional 2 years charge light international travel restrictions belanjawan2021 tzafrulaziz anwaribrahim imigresenmy muhyiddinyassin
706,13/11/2020,"In the United States, airlines pay a maximum of $3,300 for a lost bag—so don't put anything too valuable in your luggage. #Belanjawan2021 #BobiWineNomination #Budget2021",0.129,0.664,0.206,0.4939,united states airlines pay maximum 3300 lost bag—so dont put anything valuable luggage belanjawan2021 bobiwinenomination budget2021
707,13/11/2020,Malaysia Budget 2021 Complimentary Webinar  . Click here to watch on Facebook:  https://t.co/tvjiLHrOER . #SALIHINWebinar #Budget2021 #Belanjawan2021 #SALIHIN #SALIHINMalaysia #SALIHINInternationalLLP .  https://t.co/jp1EeWgfM8,0,0.861,0.139,0.4404,malaysia budget 2021 complimentary webinar click watch facebook salihinwebinar budget2021 belanjawan2021 salihin salihinmalaysia salihininternationalllp
709,12/11/2020,Power betul icon #Belanjawan2021 @NadiaAzlan,0,1,0,0,power betul icon belanjawan2021 nadiaazlan
710,12/11/2020,#UniversitiKebangsaanMalaysia till now yet to announce any discount to students. What about other uni?  #Belanjawan2021 #kwsp10k #mahasiswa #ukm,0,1,0,0,universitikebangsaanmalaysia till yet announce discount students uni belanjawan2021 kwsp10k mahasiswa ukm
711,12/11/2020,"@501Awani @melisa_idris @SharaadKuttan @MOFmalaysia @JohanMerican This should not be comparable, #belanjawan2021 is special budget due to pandemic effect. Extraordinary times call for extraordinary measures.",0,0.895,0.105,0.4019,501awani melisaidris sharaadkuttan mofmalaysia johanmerican comparable belanjawan2021 special budget due pandemic effect extraordinary times call extraordinary measures
712,12/11/2020,"Ok, I will look into the budget books prior 2018 to see if JASA has always been given 80mil annually. But wait....someone just claimed in Parliament that his government spent less on JASA wor.... #Belanjawan2021",0,0.937,0.062,0.296,ok look budget books prior 2018 see jasa always given 80mil annually waitsomeone claimed parliament government spent less jasa wor belanjawan2021
713,12/11/2020,"Jo, there was no answer whether #Belanjawan2021 can be adjusted.  Im surprised allocations were given to spend and not because of need / requirement. Was there any plan at all to spend it for Covid-19?  Jasa's budget has always been 80m? Classification issues? Come on!",0.065,0.895,0.04,-0.2805,jo answer whether belanjawan2021 adjusted im surprised allocations given spend need requirement plan spend covid19 jasas budget always 80m classification issues come
714,12/11/2020,"@501Awani @melisa_idris @SharaadKuttan @MOFmalaysia @JohanMerican Jo, there was no answer whether #Belanjawan2021 can be adjusted.  Im surprised allocations were given to spend and not because of need / requirement. Was there any strategy / plan at all to spend it on Covid-19?  Jasa's budget has always been 80m? Classification issues? Come on!",0.057,0.907,0.036,-0.2805,501awani melisaidris sharaadkuttan mofmalaysia johanmerican jo answer whether belanjawan2021 adjusted im surprised allocations given spend need requirement strategy plan spend covid19 jasas budget always 80m classification issues come
715,12/11/2020,@malaymail @takiyuddin61 will this #KerajaanPintuBelakang @MuhyiddinYassin survive beyond #Belanjawan2021 ? TWO seats majority cakap banyak!🤣,0,1,0,0,malaymail takiyuddin61 kerajaanpintubelakang muhyiddinyassin survive beyond belanjawan2021 two seats majority cakap banyak🤣
716,12/11/2020,The Malaysian Govt are set to invest US$3.6 million in eSports and high performance sports according to its annual budget - Belanjawan 2021.  #Asia #Malaysia #Esports   https://t.co/f6WNPOglLO,0,1,0,0,malaysian govt set invest us36 million esports high performance sports according annual budget belanjawan 2021 asia malaysia esports
